gene_id	gene_name	chrom	start	end	global_differentiation_score	local_differentiation_score	distance_to_higher_local_diff_score
PF3D7_0108100	.	Pf3D7_01_v3	330738	332708	0.3361256492794771	0.4078007465593591	4460.0
PF3D7_0108300	ARP	Pf3D7_01_v3	337168	343833	0.44360167205683176	0.5872136480486821	51709.0
PF3D7_0108400	.	Pf3D7_01_v3	344400	346540	0.4040182340396637	0.4329081945551916	567.0
PF3D7_0108500	.	Pf3D7_01_v3	349170	349709	0.3722272708036791	0.5180422854171813	5337.0
PF3D7_0108600	.	Pf3D7_01_v3	349995	351626	0.30255949656159864	0.3400049682825116	286.0
PF3D7_0108700	PSOP24	Pf3D7_01_v3	352314	356211	0.370613724734666	0.4328518411345922	1623.0
PF3D7_0108800	.	Pf3D7_01_v3	357834	360339	0.6344007140223191	0.4812548504418686	8125.0
PF3D7_0108900	.	Pf3D7_01_v3	361987	362586			
PF3D7_0109000	PHIL1	Pf3D7_01_v3	363318	363992	0.2536184909329844	0.17107309260972692	1618.0
PF3D7_0109100	CCp5	Pf3D7_01_v3	365610	368795	0.4151607472382699	0.4060206933343714	3020.0
PF3D7_0109200	.	Pf3D7_01_v3	369480	370178	0.18237855169204964	0.27753433442783304	685.0
PF3D7_0109300	.	Pf3D7_01_v3	371815	373012	0.2536184909329844	0.4310696024779613	11476.0
PF3D7_0109400	.	Pf3D7_01_v3	374439	375087	0.3188955699236969	0.3753361831364078	1427.0
PF3D7_0109500	.	Pf3D7_01_v3	376294	377004	0.114266177773079	0.0013064475879762671	870.0
PF3D7_0109600	.	Pf3D7_01_v3	377874	378599	0.2738752544370042	0.27609622418470026	2098.0
PF3D7_0109700	RRP36	Pf3D7_01_v3	379149	379806	0.2933332108173784	0.24928105766983435	550.0
PF3D7_0109800	cPheRS	Pf3D7_01_v3	380697	382424	0.3688335583171666	0.3286700346419428	860.0
PF3D7_0109850	.	Pf3D7_01_v3	383284	386632	0.32366750196220284	0.3771414016278146	76.0
PF3D7_0109950	.	Pf3D7_01_v3	386708	387940	0.3821277582266214	0.4345603265737832	432.0
PF3D7_0110000	.	Pf3D7_01_v3	388372	389076	0.4737974180793244	0.4462088594052941	7515.0
PF3D7_0110100	.	Pf3D7_01_v3	389261	392065	0.3988540888191143	0.3057519632907409	185.0
PF3D7_0110200	ERV1	Pf3D7_01_v3	392604	393035	0.21300367171672274	0.3400049682825116	840.0
PF3D7_0110300	.	Pf3D7_01_v3	393216	393490			
PF3D7_0110400	RPB9	Pf3D7_01_v3	393875	394835	0.48437890751390794	0.3609955106119265	1756.0
PF3D7_0110500	.	Pf3D7_01_v3	396591	403606	0.38008972650865547	0.4904450918177078	18170.0
PF3D7_0110600	PIP5K	Pf3D7_01_v3	405739	412169	0.5603210577720332	0.4139263587954791	2133.0
PF3D7_0110700	.	Pf3D7_01_v3	413760	415100	0.2259914364132234	0.3397298416343988	1591.0
PF3D7_0110800	.	Pf3D7_01_v3	417921	419607	0.25808404430844833	0.3088497566522863	2169.0
PF3D7_0110900	AKLP1	Pf3D7_01_v3	420293	420853	0.4346025245892892	0.22703667831702035	686.0
PF3D7_0111000	.	Pf3D7_01_v3	421776	427575	0.4225302898450909	0.5230438142399867	77943.0
PF3D7_0111200	.	Pf3D7_01_v3	430152	430858	0.18114177272168386	0.010300969587121013	681.0
PF3D7_0111300	.	Pf3D7_01_v3	431539	435042	0.3776008888690908	0.4338724559271171	3964.0
PF3D7_0111400	GEXP19	Pf3D7_01_v3	436408	438564	0.24026754973468445	0.3381326947935676	1088.0
PF3D7_0111500	.	Pf3D7_01_v3	439652	441418	0.3453323139790003	0.3898177200833704	4608.0
PF3D7_0111600	.	Pf3D7_01_v3	442543	443289	0.380612099972278	0.2979333254842951	1125.0
PF3D7_0111700	.	Pf3D7_01_v3	443585	443938	0.1807586864744024	0.19582075533349647	296.0
PF3D7_0111800	.	Pf3D7_01_v3	446026	448849	0.2842886014901845	0.40722996776535547	10984.0
PF3D7_0111900	.	Pf3D7_01_v3	450043	450646	0.28731707493616	0.07735593557429378	185.0
PF3D7_0112000	TatD	Pf3D7_01_v3	450831	453118	0.1937335785778913	0.27753433442783304	1982.0
PF3D7_0112100	.	Pf3D7_01_v3	454847	455338	0.2373713218154866	0.20507581737462302	1729.0
PF3D7_0112200	MRP1	Pf3D7_01_v3	464726	470194	0.6191194116056034	0.4708044678933874	25050.0
PF3D7_0112300	.	Pf3D7_01_v3	473739	475887			
PF3D7_0112400	.	Pf3D7_01_v3	475888	476286			
PF3D7_0112500	.	Pf3D7_01_v3	476287	476428			
PF3D7_0112600	.	Pf3D7_01_v3	476429	477278			
PF3D7_0112700	.	Pf3D7_01_v3	477279	481382			
PF3D7_0112800	.	Pf3D7_01_v3	481809	482618	0.363879352903146	0.3667644723573481	3882.0
PF3D7_0112900	.	Pf3D7_01_v3	486500	487186	0.3252828019558293	0.3733604063473175	8058.0
PF3D7_0113000	GARP	Pf3D7_01_v3	487892	490127	0.28141192417335925	0.29232863384905805	706.0
PF3D7_0113100	SURF1.1	Pf3D7_01_v3	495244	500076	0.4057717291652002	0.4866610923853322	20731.0
PF3D7_0113200	.	Pf3D7_01_v3	500959	502868	0.33828436103101434	0.4557143170121952	883.0
PF3D7_0113300	.	Pf3D7_01_v3	504938	506874	0.4648145474549597	0.4155807990453171	1378.0
PF3D7_0113400	.	Pf3D7_01_v3	508252	509748	0.40827195748931533	0.4193768591010152	5384.0
PF3D7_0113700	HSP40	Pf3D7_01_v3	520807	522579	0.5943342626719217	0.4866610923853322	4528.0
PF3D7_0113800	.	Pf3D7_01_v3	527107	536351	0.3902891344498217	0.5400852513230139	183274.0
PF3D7_0113900	CBP1	Pf3D7_01_v3	537109	538025	0.39644517334462215	0.45275421328623705	758.0
PF3D7_0114000	EPF1	Pf3D7_01_v3	542480	546983	0.3506969720284946	0.3400049682825116	614.0
PF3D7_0114100	MC-2TM	Pf3D7_01_v3	547597	548380	0.20365315571842715	0.3464653416167401	2196.0
PF3D7_0114200	EPF3	Pf3D7_01_v3	550576	551713	0.3274630580757988	0.36739719167302587	6488.0
PF3D7_0114500	.	Pf3D7_01_v3	558201	558708	0.3708511594786597	0.4473528129769291	20176.0
PF3D7_0114700	RIF	Pf3D7_01_v3	563703	564842	0.278692851522968	0.3187825734515598	4643.0
PF3D7_0114800	.	Pf3D7_01_v3	569485	570272	0.3015280540708085	0.4367200899831032	10777.0
PF3D7_0115000	SURF1.3	Pf3D7_01_v3	577704	583789			
PF3D7_0115050	.	Pf3D7_01_v3	584722	584867			
PF3D7_0115100	.	Pf3D7_01_v3	587391	588394			
PF3D7_0115200	RIF	Pf3D7_01_v3	591849	593187			
PF3D7_0115300	RIF	Pf3D7_01_v3	595102	596273			
PF3D7_0115400	.	Pf3D7_01_v3	598465	599472			
PF3D7_0115600	RIF	Pf3D7_01_v3	604162	605531			
PF3D7_0115700	VAR	Pf3D7_01_v3	607390	614893			
PF3D7_0200100	VAR	Pf3D7_02_v3	25232	31168			
PF3D7_0200200	RIF	Pf3D7_02_v3	33030	34259			
PF3D7_0200300	.	Pf3D7_02_v3	35927	37249			
PF3D7_0200400	.	Pf3D7_02_v3	38287	39303			
PF3D7_0200500	RIF	Pf3D7_02_v3	41515	42858			
PF3D7_0200600	RIF	Pf3D7_02_v3	45286	46558			
PF3D7_0200700	RIF	Pf3D7_02_v3	48923	50147			
PF3D7_0201000	RIF	Pf3D7_02_v3	57344	58421			
PF3D7_0201100	.	Pf3D7_02_v3	60107	60319			
PF3D7_0201200	RIF	Pf3D7_02_v3	63157	64376			
PF3D7_0201300	.	Pf3D7_02_v3	66529	67545			
PF3D7_0201400	.	Pf3D7_02_v3	69088	69771			
PF3D7_0201500	.	Pf3D7_02_v3	73441	74396			
PF3D7_0201600	RLP1	Pf3D7_02_v3	77251	78808			
PF3D7_0201700	.	Pf3D7_02_v3	81291	84165			
PF3D7_0201800	KAHsp40	Pf3D7_02_v3	86832	88791			
PF3D7_0201900	EMP3	Pf3D7_02_v3	91318	98838			
PF3D7_0202000	KAHRP	Pf3D7_02_v3	103385	105796			
PF3D7_0202100	LSAP2	Pf3D7_02_v3	109564	110580	0.5659918884611106	0.5411999134752188	226978.0
PF3D7_0202200	PTP1	Pf3D7_02_v3	112547	113682	0.3030359990227388	0.3210080481674493	1967.0
PF3D7_0202300	.	Pf3D7_02_v3	117225	118235	0.3958882189404712	0.31356049006046594	2289.0
PF3D7_0202400	.	Pf3D7_02_v3	120524	124102	0.3720659442715414	0.467931864790208	5240.0
PF3D7_0202500	ETRAMP2	Pf3D7_02_v3	127994	128314	0.1717385756130273	0.3400049682825116	1028.0
PF3D7_0202600	.	Pf3D7_02_v3	129342	133563	0.3731699246405325	0.5012617715456023	15961.0
PF3D7_0202700	OPP	Pf3D7_02_v3	135523	137139	0.27454592292091595	0.3471605383202145	1960.0
PF3D7_0202800	.	Pf3D7_02_v3	137557	138389	0.2950136494438641	0.3090351679850889	418.0
PF3D7_0202900	DHHC12	Pf3D7_02_v3	138927	141192	0.2446150501233163	0.239906860583638	433.0
PF3D7_0203000	ROPE	Pf3D7_02_v3	141625	147564	0.42439490324084106	0.4478969778580224	1960.0
PF3D7_0203100	.	Pf3D7_02_v3	149524	156981	0.4413193105725537	0.5291528360329172	38944.0
PF3D7_0203200	.	Pf3D7_02_v3	158137	159660	0.30398534349616635	0.35697957503956035	1156.0
PF3D7_0203300	ERCC1	Pf3D7_02_v3	160514	161242	0.3660026421343169	0.29232863384905805	823.0
PF3D7_0203400	.	Pf3D7_02_v3	162065	162900	0.361004984455534	0.5243004643008546	5084.0
PF3D7_0203500	.	Pf3D7_02_v3	164269	164340			
PF3D7_0203600	.	Pf3D7_02_v3	166144	168051	0.3321569379729239	0.4310696024779613	3244.0
PF3D7_0203700	MAK16	Pf3D7_02_v3	168682	170136	0.2352932395229548	0.4269924909163957	631.0
PF3D7_0203800	.	Pf3D7_02_v3	171563	174912	0.4056704086592411	0.2408634178837047	1427.0
PF3D7_0203900	.	Pf3D7_02_v3	176567	178300	0.2982952187445068	0.414414581109854	3928.0
PF3D7_0204000	.	Pf3D7_02_v3	178955	181526	0.27317643064132924	0.3693516402067733	655.0
PF3D7_0204100	.	Pf3D7_02_v3	182228	189115	0.31422584275479737	0.4797031278947119	19328.0
PF3D7_0204200	.	Pf3D7_02_v3	192818	194199	0.13757419681038174	0.2029888633674096	627.0
PF3D7_0204300	.	Pf3D7_02_v3	194826	196916	0.3281833853713748	0.4310696024779613	5711.0
PF3D7_0204400	.	Pf3D7_02_v3	197219	198043	0.1732575031110083	0.27753433442783304	303.0
PF3D7_0204500	AspAT	Pf3D7_02_v3	198353	199570	0.3970739511357162	0.34088843753404985	912.0
PF3D7_0204600	.	Pf3D7_02_v3	200482	204048	0.4007725955059519	0.4237163747319532	3566.0
PF3D7_0204700	HT	Pf3D7_02_v3	205889	207403	0.3029022705049367	0.13363311427511715	1841.0
PF3D7_0204800	.	Pf3D7_02_v3	209583	210833	0.3671402170617061	0.4095384608408365	5535.0
PF3D7_0204900	.	Pf3D7_02_v3	211348	212627	0.3929933235524441	0.25885352379525506	355.0
PF3D7_0205000	.	Pf3D7_02_v3	212982	214508	0.29824739104354714	0.3708693008416501	330.0
PF3D7_0205100	.	Pf3D7_02_v3	214838	217348	0.394328825038118	0.3712790242743049	2342.0
PF3D7_0205200	.	Pf3D7_02_v3	217882	218907	0.15363900087038804	0.25005334590136674	534.0
PF3D7_0205300	.	Pf3D7_02_v3	219690	222256	0.3288025452832343	0.3980050701291309	8857.0
PF3D7_0205400	.	Pf3D7_02_v3	223478	224851	0.3476638406029132	0.3397298416343988	1222.0
PF3D7_0205500	.	Pf3D7_02_v3	225562	226245	0.2158618928732732	0.0013064475879762671	711.0
PF3D7_0205600	.	Pf3D7_02_v3	228025	229932	0.30358617013597666	0.2866696948152829	1209.0
PF3D7_0205700	.	Pf3D7_02_v3	231141	232529	0.2655538853884851	0.2908061423832581	2708.0
PF3D7_0205800	PH1	Pf3D7_02_v3	232729	233476	0.1793738971301202	0.0013064475879762671	200.0
PF3D7_0205900	RPN1	Pf3D7_02_v3	235237	238816	0.44626134058997796	0.4551881606029346	430.0
PF3D7_0206000	RAD2	Pf3D7_02_v3	239246	243796	0.3242670187812432	0.4805268876804496	19241.0
PF3D7_0206100	SufE	Pf3D7_02_v3	245358	246699	0.24193411936947265	0.29232863384905805	1562.0
PF3D7_0206200	PAT	Pf3D7_02_v3	249030	250727	0.3835431943899753	0.3103336819128142	5234.0
PF3D7_0206500	.	Pf3D7_02_v3	263037	267347	0.4774252158682527	0.4840195132158526	6342.0
PF3D7_0206600	.	Pf3D7_02_v3	270078	270619	0.2169263456893631	0.2285132229700815	2731.0
PF3D7_0206700	ASL	Pf3D7_02_v3	271594	273009	0.2695332805061321	0.2203432254090718	680.0
PF3D7_0206800	MSP2	Pf3D7_02_v3	273689	274507	0.36257709663564297	0.5150911632114477	15661.0
PF3D7_0206900	MSP5	Pf3D7_02_v3	275540	276577	0.2711973973003277	0.3358453917354334	917.0
PF3D7_0207000	MSP4	Pf3D7_02_v3	277494	278456	0.38558274560349226	0.4518875564006906	2987.0
PF3D7_0207100	.	Pf3D7_02_v3	281907	287345	0.480682030176199	0.3888157917014876	2823.0
PF3D7_0207200	IscA1	Pf3D7_02_v3	288183	288665	0.2356145417236776	0.2512373367328823	838.0
PF3D7_0207300	SERA8	Pf3D7_02_v3	290168	292703	0.488576913006529	0.5163890716081836	35229.0
PF3D7_0207400	SERA7	Pf3D7_02_v3	294273	297616	0.3909300654579838	0.4258508101806916	1281.0
PF3D7_0207500	SERA6	Pf3D7_02_v3	298897	302564	0.3279157838599791	0.4310696024779613	6194.0
PF3D7_0207600	SERA5	Pf3D7_02_v3	303593	307027	0.9484160560462024	0.41282794680985146	1029.0
PF3D7_0207700	SERA4	Pf3D7_02_v3	308847	312155	0.3834680227672892	0.451243796639591	1294.0
PF3D7_0207800	SERA3	Pf3D7_02_v3	313449	316741	0.3609078214647812	0.4797031278947119	855.0
PF3D7_0207900	SERA2	Pf3D7_02_v3	317596	321310	0.6115016408460561	0.4875617853819593	6622.0
PF3D7_0208000	SERA1	Pf3D7_02_v3	322338	325723	0.5204283954411858	0.43041157682269293	1028.0
PF3D7_0208100	.	Pf3D7_02_v3	327932	335203	0.6256353122715699	0.539204799049231	2355.0
PF3D7_0208200	KRR1	Pf3D7_02_v3	335679	336581	0.2159231576491916	0.28000211732125857	476.0
PF3D7_0208300	.	Pf3D7_02_v3	337558	342966	0.4070500137726083	0.5627755626297368	27472.0
PF3D7_0208400	.	Pf3D7_02_v3	343308	349340	0.4875050029095139	0.4687291976749204	342.0
PF3D7_0208500	ACP	Pf3D7_02_v3	352836	353628	0.28132617597526866	0.2550635579587455	993.0
PF3D7_0208600	RRF1	Pf3D7_02_v3	354621	356117	0.3817780659540384	0.3162233542777927	384.0
PF3D7_0208700	.	Pf3D7_02_v3	356501	358014	0.10746946964086668	0.3285657639306604	1128.0
PF3D7_0208800	.	Pf3D7_02_v3	359142	359849	0.2923384484331764	0.3400049682825116	979.0
PF3D7_0208900	P230p	Pf3D7_02_v3	360828	368354	0.5767758619301038	0.4454774551069369	2084.0
PF3D7_0209000	P230	Pf3D7_02_v3	370438	379845	0.6095169925615156	0.5630718179087706	225200.0
PF3D7_0209100	.	Pf3D7_02_v3	381130	383445	0.4096744006660502	0.4587906464422338	1285.0
PF3D7_0209200	.	Pf3D7_02_v3	384865	386580	0.23852757332068766	0.2920105555050859	693.0
PF3D7_0209300	IspF	Pf3D7_02_v3	387273	388151	0.26483706914710997	0.2945824369797787	273.0
PF3D7_0209400	.	Pf3D7_02_v3	388424	390611	0.4440666658453721	0.3717425385089684	3626.0
PF3D7_0209500	.	Pf3D7_02_v3	391275	392789	0.4037710737323356	0.3562132175574243	664.0
PF3D7_0209600	.	Pf3D7_02_v3	394237	398745	0.4423895266950541	0.3892666897773299	1408.0
PF3D7_0209700	.	Pf3D7_02_v3	400153	401859	0.3075150190241273	0.5504854762827416	20308.0
PF3D7_0209800	UAP56	Pf3D7_02_v3	404281	406355	0.19250099195179596	0.0013064475879762671	2422.0
PF3D7_0209900	.	Pf3D7_02_v3	407900	408438			
PF3D7_0210000	Sec61-gamma	Pf3D7_02_v3	409983	410228	0.02857515859237825	0.0	2047.0
PF3D7_0210100	.	Pf3D7_02_v3	412275	412859	0.11817910695650093	0.010300969587121013	419.0
PF3D7_0210200	.	Pf3D7_02_v3	413278	421137	0.5345906844021924	0.4993959827344581	11419.0
PF3D7_0210300	.	Pf3D7_02_v3	423063	424654	0.2105338428848452	0.2415125731687377	1926.0
PF3D7_0210400	.	Pf3D7_02_v3	425689	426497	0.11168206767656286	0.17107309260972692	993.0
PF3D7_0210500	.	Pf3D7_02_v3	427490	431530	0.34851623129903786	0.4523196866941973	6353.0
PF3D7_0210600	.	Pf3D7_02_v3	432041	434086	0.23356423506488375	0.2671067957387263	511.0
PF3D7_0210700	SYN17	Pf3D7_02_v3	436050	436994	0.2695495356036972	0.2806293821015703	761.0
PF3D7_0210800	.	Pf3D7_02_v3	437755	439002	0.4208663290663125	0.39924254152760064	6225.0
PF3D7_0210900	.	Pf3D7_02_v3	442080	442934	0.1608280122861998	0.20633580205638116	3078.0
PF3D7_0211000	.	Pf3D7_02_v3	443824	444608			
PF3D7_0211100	.	Pf3D7_02_v3	451751	455116	0.4999717120674864	0.4510303799993622	14674.0
PF3D7_0211200	RAB5a	Pf3D7_02_v3	455579	456286	0.12446965460735825	0.0013064475879762671	463.0
PF3D7_0211300	.	Pf3D7_02_v3	457130	458585	0.17381680155090407	0.2817106674976544	2014.0
PF3D7_0211400	KASIII	Pf3D7_02_v3	459072	461518	0.20176925846366	0.2457674949557579	487.0
PF3D7_0211500	.	Pf3D7_02_v3	463163	466900	0.4482082266511371	0.4231668323408445	2890.0
PF3D7_0211600	ALG14	Pf3D7_02_v3	467847	468476	0.2407462244081481	0.3665708128754802	947.0
PF3D7_0211700	TKL1	Pf3D7_02_v3	469790	473491	0.4707013018611053	0.4667942986773477	9945.0
PF3D7_0211800	AsnRS	Pf3D7_02_v3	475242	477074	0.20995133250827847	0.1897180257455814	358.0
PF3D7_0211900	.	Pf3D7_02_v3	477432	479091	0.2517842302819677	0.4038899431661188	1009.0
PF3D7_0212000	.	Pf3D7_02_v3	480100	481432	0.3519899908549612	0.4556389351612964	2004.0
PF3D7_0212100	.	Pf3D7_02_v3	483436	488970	0.512363017435115	0.4866610923853322	20555.0
PF3D7_0212200	.	Pf3D7_02_v3	489904	490818	0.26483706914710997	0.30534138402741884	934.0
PF3D7_0212300	.	Pf3D7_02_v3	492616	494306	0.09968317232293687	0.0013064475879762671	860.0
PF3D7_0212400	.	Pf3D7_02_v3	495166	507854	0.4405873056531484	0.4422363219639057	1671.0
PF3D7_0212500	.	Pf3D7_02_v3	509525	521746	0.5271084161643882	0.506562115849307	83299.0
PF3D7_0212600	SPATR	Pf3D7_02_v3	522931	523999	0.24628490107212095	0.215981625615736	701.0
PF3D7_0212700	.	Pf3D7_02_v3	524700	526043	0.41353945846302986	0.3400049682825116	2206.0
PF3D7_0212800	MATE	Pf3D7_02_v3	528249	531923	0.5316443657817191	0.4765904287536932	6503.0
PF3D7_0212900	.	Pf3D7_02_v3	533253	534350	0.24360731186437398	0.2436086402487405	1296.0
PF3D7_0213000	.	Pf3D7_02_v3	535646	536146	0.3083386253554913	0.2575256230406634	3723.0
PF3D7_0213100	SIS1	Pf3D7_02_v3	537789	539420	0.08227083824487758	0.17398921381749888	1643.0
PF3D7_0213200	.	Pf3D7_02_v3	540409	540969	0.19608585344183135	0.17107309260972692	117.0
PF3D7_0213300	.	Pf3D7_02_v3	541086	541548	0.1644975497571043	0.22884191407296084	263.0
PF3D7_0213400	PK7	Pf3D7_02_v3	541811	543807	0.3431917833288817	0.394267924965716	2675.0
PF3D7_0213500	.	Pf3D7_02_v3	543802	545895	0.2906843014974786	0.38949311552652455	5.0
PF3D7_0213600	.	Pf3D7_02_v3	546482	555294	0.4958629349079091	0.4369571837433084	14559.0
PF3D7_0213700	.	Pf3D7_02_v3	557048	557696	0.2581572425018751	0.19259964762062387	889.0
PF3D7_0213800	.	Pf3D7_02_v3	558585	560594	0.3695467544851394	0.37736306918148266	528.0
PF3D7_0213900	.	Pf3D7_02_v3	561122	564622	0.295202728862229	0.4262122711153832	5828.0
PF3D7_0214000	CCT8	Pf3D7_02_v3	566121	567894	0.2454599923604278	0.3381326947935676	635.0
