Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
QC0184-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246546	QC0184-C,QC0184-Cx	WSEA	90.22	True	Analysis_set	False
PA0101-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR019548	PA0101-C	WAF	89.14	True	Analysis_set	False
PF0803-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450076	PF0803-C	WAF	89.09	True	Analysis_set	False
PF0725-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450098	PF0725-C	WAF	88.14	True	Analysis_set	False
QE0469-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221484	QE0469-C	ESEA	90.32	True	Analysis_set	False
PA0211-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR059409	PA0211-C	WAF	90.49	True	Analysis_set	False
PV0287-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR171573	PV0287-C	ESEA	84.87	True	Analysis_set	False
PH0596-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR114347	PH0596-C	ESEA	90.47	True	Analysis_set	False
PD0544-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR221509	PD0544-C	WSEA	90.09	True	Analysis_set	False
PT0199-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR237409	PT0199-C,PT0199-Cx	EAF	90.08	True	Analysis_set	False
PH0374-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039224	PH0374-C	ESEA	89.73	True	Analysis_set	False
PH0592-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR123850	PH0592-C	ESEA	89.58	True	Analysis_set	False
PD0480-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR164712	PD0480-C	WSEA	90.16	True	Analysis_set	False
PH0506-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR126017	PH0506-C	ESEA	90.03	True	Analysis_set	False
PF0434-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR042722	PF0434-C	WAF	88.74	True	Analysis_set	False
PD0508-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2011	ERR164696	PD0508-C	WSEA	90.29	True	Analysis_set	False
PH0765-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171619	PH0765-C	ESEA	73.69	True	Analysis_set	False
PV0302-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR216643	PV0302-C	ESEA	89.66	True	Analysis_set	False
PH0928-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR235933	PH0928-C,PH0928-Cx	ESEA	89.95	True	Analysis_set	False
PH0981-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR337594	PH0981-C	ESEA	81.67	True	Analysis_set	False
PM0113-C	1001-PF-ML-DJIMDE	Faladje	Mali	13.1333	-8.3333	2007	ERR199992	PM0113-C	WAF	70.25	True	Analysis_set	False
PA0168-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR063547	PA0168-C	WAF	90.32	True	Analysis_set	False
PH0813-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171643	PH0813-C	ESEA	81.76	True	Analysis_set	False
PF0406-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR042721	PF0406-C	WAF	88.68	True	Analysis_set	False
PH0580-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR123838	PH0580-C	ESEA	75.27	True	Analysis_set	False
PH0685-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR175476	PH0685-C	ESEA	89.04	True	Analysis_set	False
PF0407-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR042239	PF0407-C	WAF	89.16	True	Analysis_set	False
QG0300-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426006	QG0300-C	CAF	84.65	True	Analysis_set	False
QC0175-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2011	ERR175513	QC0175-C	WSEA	89.11	True	Analysis_set	False
PF0456-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR063570	PF0456-C	WAF	89.98	True	Analysis_set	False
PV0289-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR180085	PV0289-C	ESEA	89.94	True	Analysis_set	False
PA0213-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR059390	PA0213-C	WAF	89.98	True	Analysis_set	False
PF0697-C	1083-PF-GH-CONWAY	Navrongo	Ghana	10.885568	-1.086617	2012	ERR376192	PF0697-C	WAF	88.88	True	Analysis_set	False
PA0182-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR055503	PA0182-C	WAF	88.31	True	Analysis_set	False
PD0662-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2012	ERR426023	PD0662-C	ESEA	89.12	True	Analysis_set	False
PT0169-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216584	PT0169-C	EAF	90.08	True	Analysis_set	False
PF0020-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199978	PF0020-C	WAF	77.89	True	Analysis_set	False
PV0286-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR175503	PV0286-C	ESEA	80.9	True	Analysis_set	False
PV0335-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR216529	PV0335-C	ESEA	90.35	True	Analysis_set	False
PH0163-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR023035	PH0163-C	ESEA	90.02	True	Analysis_set	False
PF0492-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR114407	PF0492-C	WAF	90.13	True	Analysis_set	False
PF0372-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039924	PF0372-C	WAF	89.78	True	Analysis_set	False
PF0162-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199974	PF0162-C	WAF	79.88	True	Analysis_set	False
PH0784-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR205962	PH0784-C	ESEA	83.94	True	Analysis_set	False
PD0586-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2012	ERR248941	PD0586-C,PD0586-Cx	WSEA	89.98	True	Analysis_set	False
PF0822-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450110	PF0822-C	WAF	89.78	True	Analysis_set	False
PD0563-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR223069	PD0563-C	WSEA	90.15	True	Analysis_set	False
PR0154-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR426069	PR0154-C	SAS	67.66	True	Analysis_set	False
PD0572-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216521	PD0572-C	WSEA	90.31	True	Analysis_set	False
PV0305-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR216524	PV0305-C	ESEA	90.34	True	Analysis_set	False
PH0335-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039186	PH0335-C	ESEA	89.65	True	Analysis_set	False
PH0328-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039181	PH0328-C	ESEA	89.09	True	Analysis_set	False
PV0355-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR426029	PV0355-C	ESEA	89.38	True	Analysis_set	False
PD0473-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR164723	PD0473-C	WSEA	89.78	True	Analysis_set	False
PA0015-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR015429	PA0015-C	WAF	89.55	True	Analysis_set	False
PF0156-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211510	PF0156-C	WAF	83.19	True	Analysis_set	False
PV0284-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR175493	PV0284-C	ESEA	89.18	True	Analysis_set	False
PV0328-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR216547	PV0328-C	ESEA	90.36	True	Analysis_set	False
PH0593-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR123851	PH0593-C	ESEA	89.43	True	Analysis_set	False
PT0106-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR114390	PT0106-C	EAF	90.39	True	Analysis_set	False
QG0257-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426113	QG0257-C	CAF	86.17	True	Analysis_set	False
PH0494-CW	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2009	ERR063584	PH0494-CW	ESEA	90.13	True	Analysis_set	False
PT0040-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR054073	PT0040-C	EAF	77.76	True	Analysis_set	False
PT0170-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216600	PT0170-C	EAF	90.28	True	Analysis_set	False
PF0203-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042711	PF0203-C	WAF	74.97	True	Analysis_set	False
PH0059-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2009	ERR015401	PH0059-C	ESEA	86.06	True	Analysis_set	False
PH0327-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039180	PH0327-C	ESEA	89.81	True	Analysis_set	False
PM0004-C	1001-PF-ML-DJIMDE	Kolle	Mali	12.5546	-7.99805	2007	ERR015438,ERR015329,ERR015422,ERR015315	PM0004-C	WAF	72.77	True	Analysis_set	False
PF0451-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042641	PF0451-C	WAF	89.91	True	Analysis_set	False
PT0008-CW	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR045662	PT0008-CW	EAF	89.66	True	Analysis_set	False
PA0037-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR015439	PA0037-C	WAF	89.53	True	Analysis_set	False
PF0597-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR343117	PF0597-C	WAF	90.37	True	Analysis_set	False
PF0052-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211545	PF0052-C	WAF	72.64	True	Analysis_set	False
PF0689-C	1083-PF-GH-CONWAY	Navrongo	Ghana	10.885568	-1.086617	2012	ERR376189	PF0689-C	WAF	89.12	True	Analysis_set	False
PT0129-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216482	PT0129-C	EAF	90.15	True	Analysis_set	False
PH0640-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123890	PH0640-C	ESEA	90.27	True	Analysis_set	False
PM0042-C	1001-PF-ML-DJIMDE	Kolle	Mali	12.5546	-7.99805	2007	ERR012306,ERR012335,ERR012248,ERR012342,ERR012500	PM0042-C	WAF	84.41	True	Analysis_set	False
PH1001-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2012	ERR337559	PH1001-C	ESEA	90.27	True	Analysis_set	False
QE0404-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216562	QE0404-C	ESEA	90.38	True	Analysis_set	False
PH0464-CW	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR043329	PH0464-CW	ESEA	89.54	True	Analysis_set	False
PD0557-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR223065	PD0557-C	WSEA	89.29	True	Analysis_set	False
PD0470-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR164729	PD0470-C	WSEA	89.14	True	Analysis_set	False
PH0484-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2011	ERR039877	PH0484-C	ESEA	89.62	True	Analysis_set	False
PH0641-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123891	PH0641-C	ESEA	90.6	True	Analysis_set	False
PT0248-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR248951	PT0248-C,PT0248-Cx	EAF	89.99	True	Analysis_set	False
PA0035-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR018904,ERR015361	PA0035-C	WAF	89.9	True	Analysis_set	False
PH0650-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123898	PH0650-C	ESEA	90.01	True	Analysis_set	False
QE0455-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216573	QE0455-C	ESEA	90.23	True	Analysis_set	False
PH0206-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR034093	PH0206-C	ESEA	90.21	True	Analysis_set	False
PV0325-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR221522	PV0325-C	ESEA	90.3	True	Analysis_set	False
PF0696-C	1083-PF-GH-CONWAY	Navrongo	Ghana	10.885568	-1.086617	2012	ERR403199	PF0696-C	WAF	86.33	True	Analysis_set	False
PT0058-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR069573	PT0058-C	EAF	90.39	True	Analysis_set	False
QG0205-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR404240	QG0205-C	CAF	88.81	True	Analysis_set	False
QC0219-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246582	QC0219-C,QC0219-Cx	WSEA	88.45	True	Analysis_set	False
PH0574-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR123832	PH0574-C	ESEA	90.35	True	Analysis_set	False
PH0064-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2009	ERR018972	PH0064-C	ESEA	82.91	True	Analysis_set	False
PT0031-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR054070	PT0031-C	EAF	89.63	True	Analysis_set	False
QG0236-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426086	QG0236-C	CAF	86.5	True	Analysis_set	False
PH0697-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR175482	PH0697-C	ESEA	78.12	True	Analysis_set	False
PH0538-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR067566	PH0538-C	ESEA	89.63	True	Analysis_set	False
PV0331-Cx	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR404181	PV0331-Cx	ESEA	87.29	True	Analysis_set	False
PH0708-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR171590	PH0708-C	ESEA	83.99	True	Analysis_set	False
PD0570-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216540	PD0570-C	WSEA	90.15	True	Analysis_set	False
PV0243-Cx2	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR388796	PV0243-Cx,PV0243-Cx2	ESEA	86.65	True	Analysis_set	False
QC0177-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246564	QC0177-C	WSEA	88.97	True	Analysis_set	False
PT0291-C	1022-PF-MW-OCHOLLA	Zomba	Malawi	-15.3891	35.3292	2011	ERR234539	PT0291-C,PT0291-Cx	EAF	90.75	True	Analysis_set	False
PF0632-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR343123	PF0632-C	WAF	88.99	True	Analysis_set	False
PA0215-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR055499	PA0215-C	WAF	89.57	True	Analysis_set	False
PF0178-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039235	PF0178-C	WAF	89.6	True	Analysis_set	False
QE0476-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221488	QE0476-C	ESEA	90.21	True	Analysis_set	False
PF0276-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045607	PF0276-C	WAF	90.12	True	Analysis_set	False
PH0875-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR216613	PH0875-C	ESEA	82.86	True	Analysis_set	False
PH0753-Cx	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR388775	PH0753-Cx	ESEA	90.04	True	Analysis_set	False
PA0007-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR018933	PA0007-C	WAF	77.37	True	Analysis_set	False
PD0500-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2011	ERR164693	PD0500-C	ESEA	90.25	True	Analysis_set	False
PF0754-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450116	PF0754-C	WAF	89.69	True	Analysis_set	False
PH0324-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039178	PH0324-C	ESEA	89.95	True	Analysis_set	False
PD0574-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216522	PD0574-C	WSEA	90.28	True	Analysis_set	False
PV0301-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR164737	PV0301-C	ESEA	90.39	True	Analysis_set	False
PH0598-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR123855	PH0598-C	ESEA	90.55	True	Analysis_set	False
PH0557-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR123815	PH0557-C	ESEA	88.76	True	Analysis_set	False
PT0287-C	1022-PF-MW-OCHOLLA	Zomba	Malawi	-15.3891	35.3292	2011	ERR263676	PT0287-C	EAF	90.47	True	Analysis_set	False
PH0983-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR337548	PH0983-C	ESEA	89.39	True	Analysis_set	False
QE0430-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223075	QE0430-C	ESEA	90.19	True	Analysis_set	False
QG0275-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426129	QG0275-C	CAF	82.21	True	Analysis_set	False
PH0847-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR180051	PH0847-C	ESEA	89.54	True	Analysis_set	False
PF0446-CW	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR043313	PF0446-CW	WAF	88.12	True	Analysis_set	False
PV0279-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR180065	PV0279-C	ESEA	90.15	True	Analysis_set	False
PR0125-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404257	PR0125-C	SAS	86.08	True	Analysis_set	False
PF0330-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036152	PF0330-C	WAF	89.63	True	Analysis_set	False
PF0309-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045598	PF0309-C	WAF	90.01	True	Analysis_set	False
PH0984-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR337549	PH0984-C	ESEA	90.28	True	Analysis_set	False
PD0518-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216505	PD0518-C	WSEA	90.4	True	Analysis_set	False
PF0638-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR343111	PF0638-C	WAF	90.3	True	Analysis_set	False
PV0265-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR171582	PV0265-C	ESEA	88.54	True	Analysis_set	False
PT0281-C	1022-PF-MW-OCHOLLA	Zomba	Malawi	-15.3891	35.3292	2011	ERR263672	PT0281-C	EAF	90.45	True	Analysis_set	False
PH0346-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039196	PH0346-C	ESEA	89.85	True	Analysis_set	False
PH1136-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR426026	PH1136-C	ESEA	79.72	True	Analysis_set	False
PD0556-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216519	PD0556-C	WSEA	89.77	True	Analysis_set	False
PT0158-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216580	PT0158-C	EAF	90.34	True	Analysis_set	False
PD0552-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR216516	PD0552-C	WSEA	90.23	True	Analysis_set	False
PD0663-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2012	ERR404248	PD0663-C	ESEA	87.59	True	Analysis_set	False
PH0463-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039863	PH0463-C	ESEA	89.96	True	Analysis_set	False
PF0035-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018970	PF0035-C	WAF	89.8	True	Analysis_set	False
QG0208-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426004	QG0208-C	CAF	85.99	True	Analysis_set	False
PH0886-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR216536	PH0886-C	ESEA	89.82	True	Analysis_set	False
PV0326-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR221523	PV0326-C	ESEA	90.29	True	Analysis_set	False
PH0644-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123892	PH0644-C	ESEA	89.58	True	Analysis_set	False
PH0838-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR171566	PH0838-C	ESEA	88.92	True	Analysis_set	False
QC0207-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246552	QC0207-C,QC0207-Cx	WSEA	90.08	True	Analysis_set	False
PT0261-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR248959	PT0261-C,PT0261-Cx	EAF	90.39	True	Analysis_set	False
PR0130-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404210	PR0130-C	SAS	79.58	True	Analysis_set	False
QC0195-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246554	QC0195-C,QC0195-Cx	WSEA	89.88	True	Analysis_set	False
PV0344-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR404224	PV0344-C	ESEA	76.24	True	Analysis_set	False
PH0487-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2011	ERR039882	PH0487-C	ESEA	89.71	True	Analysis_set	False
PD0553-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR216517	PD0553-C	WSEA	90.12	True	Analysis_set	False
PH0832-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR175516	PH0832-C	ESEA	88.67	True	Analysis_set	False
QG0252-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426053	QG0252-C	CAF	74.84	True	Analysis_set	False
PH0460-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039860	PH0460-C	ESEA	89.83	True	Analysis_set	False
PR0132-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404211	PR0132-C	SAS	77.42	True	Analysis_set	False
PD0510-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2011	ERR164733	PD0510-C	WSEA	89.58	True	Analysis_set	False
PF0259-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045604	PF0259-C	WAF	89.96	True	Analysis_set	False
PH0682-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR216651	PH0682-C	ESEA	90.43	True	Analysis_set	False
PA0104-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR022521,ERR021979	PA0104-C	WAF	89.94	True	Analysis_set	False
PF0304-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045595	PF0304-C	WAF	89.92	True	Analysis_set	False
PM0133-C	1001-PF-ML-DJIMDE	Faladje	Mali	13.1333	-8.3333	2007	ERR018898	PM0133-C	WAF	87.97	True	Analysis_set	False
PD0576-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2012	ERR248942	PD0576-C,PD0576-Cx	ESEA	89.7	True	Analysis_set	False
